
ladder 1
accountId,bias,multiplier,points,power,rank,username,timesAsshole,grapes,vinegar,autoPromote,growing,you
40824,0,3,2323396614,517850,69,\uD83C\uDFB7\uD83D\uDC1B Sax Bug,0,1759,20206995,true,false,false
44956,10,10,2323360251,1194429,70,bitingback gone til next update,1,4800,4012805,true,false,false
41129,0,3,2322434645,494821,71,RedsToad,2,1910,16129384,true,false,false
6969,0,2,2163899822,333378,72,Lynn | \uD83C\uDDFA\uD83C\uDDE6,0,702,6490219,true,false,false
41068,16,12,2163894418,2298454,73,Boozle,8,1810,1619868,false,false,false
3694,17,11,2086852019,1457217,74,skwub\uD83E\uDDFC✨ (retired),2,2261,16555561,true,false,false
43459,1,10,1823458436,799980,75,Blurple,0,2944,1230620,true,false,false
39127,0,5,1822666420,497571,76,blid,4,128,2060277,true,false,false
46127,0,9,1822175701,671752,77,Froggo,1,1633,9165412,true,false,false
42150,11,9,1496926190,933764,78,Nesyn,13,1262,0,true,false,false
4,9,7,1055927686,633356,79,Kali | \uD83C\uDDFA\uD83C\uDDE6,2,1181,8713143,true,false,false
30,7,7,1055578639,565806,80,Lynz,6,806,2943605,true,false,false
46296,1,10,1055559286,578298,81,Grapes is,1,2505,6843919,true,false,false
46268,9,9,1055127057,692245,82,BMOs Grape Archive,1,854,0,true,false,false
43978,14,11,885248948,825326,83,MobileChecker,3,1053,220581,true,false,false
1328,16,11,884970008,858642,84,Lurker,3,1048,4065906,true,false,false
37846,3,10,884227694,545395,85,\uD835\uDC30\uD835\uDC22\uD835\uDC2C\uD835\uDC1E\uD835\uDC24\uD835\uDC22\uD835\uDC24,0,1311,7149415,true,false,false
40558,10,9,883869089,603427,86,Sample,0,930,4917627,true,false,false
20887,0,8,883659038,382270,87,General Consensus,2,340,537924,false,false,false
43484,0,11,731734239,433416,88,Celer,8,236,1824344,true,false,false
38272,0,8,731450152,327370,89,\uD835\uDCD0ldoran,0,413,2023396,true,false,false
43301,13,11,689130614,682952,90,\rGeneral  General Consensus,0,399,1186937,true,false,false
41894,14,9,672752074,606603,91,SOBEX (easily pingable),5,639,2249431,true,false,false
40547,2,10,445614244,395150,92,dero,4,833,3005943,true,false,false
46400,9,8,404971605,334789,93,Puffy3180,0,724,1623190,true,false,false
44803,4,10,404650939,223579,94,snas,0,437,235551,false,false,false
2863,7,9,397504788,336314,95,Clu,10,540,493364,true,false,false
46447,13,11,395740158,449650,96,\uD83D\uDC1C\uD83D\uDC1C\uD83D\uDC1C,0,276,984906,true,false,false
44341,15,10,334101892,484269,97,consuela,2,535,2276712,true,false,false
37644,14,11,324110962,420416,98,Space \uD83C\uDDFA\uD83C\uDDE6 Dandy,4,23,431348,true,false,false
46435,4,10,229825270,192425,99,Tupis,0,771,2278979,false,false,false
41176,4,10,222932709,192020,100,Oligor,1,565,1860760,false,false,false
40770,15,10,210877503,366834,101,Ponchan,4,267,957600,true,false,false
2361,11,10,210822582,280017,102,LetoTheSpy,0,59,587247,true,false,false
38589,15,10,210678884,331180,103,RoyBatty | \uD83C\uDDFA\uD83C\uDDE6,3,594,1416402,false,false,false
38102,15,10,200203978,279211,104,Bender,13,1033197,918648,true,false,false

ladder 3
accountId,bias,multiplier,points,power,rank,username,timesAsshole,grapes,vinegar,autoPromote,growing,you
43768,12,12,4924013997921,31177018,1,kid walling on L3 mwahahaha,1,17995,0,false,true,false
43459,0,12,2360449886761,15293114,2,Blurple,0,8851,1336156760,false,true,false
40824,0,9,1269948967536,8682307,3,\uD83C\uDFB7\uD83D\uDC1B Sax Bug,0,14474,2768574798,false,true,false
40847,0,3,681020259787,4890259,4,░▒▓█  Turd Ferguson █▓▒░ (quit),3,22462,4216781257,false,true,false
20901,0,1,588456052734,2523019,5,Thingy,4,17903,6210422550,false,true,false
42786,0,2,413319928856,3810987,6,♟tuwuppy♟,0,19654,2963379281,true,true,false
38743,0,5,395767191671,6292668,7,balazamon0 taking break until UI,5,19796,4156770673,false,true,false
46144,0,1,321125602519,2572579,8,Mystery Pest,0,24165,5087884343,false,true,false
46487,18,12,286142949526,17330263,9,\uD83C\uDFF4‍☠️ Pirate Ship \uD83C\uDFF3️‍⚧️ 23,0,46128,233670450,true,false,false
46450,10,9,278937403970,8554200,10,dee,0,10144,491987623,true,false,false
39781,15,9,35637872229,5514819,11,Gottlieb,0,46054,195097921,true,false,false
44340,0,1,35636619987,1254145,12,whine,0,13087,0,false,false,false
40959,15,10,31494604278,5892242,13,Varlane,0,33790,36376834,true,false,false
2970,15,10,31494538209,5480038,14,Tettvial,0,28649,188409273,true,false,false
1802,14,6,31489188259,4035666,15,Sophie,5,92271,5445774,true,false,false
46023,16,10,31489101997,5419479,16,aga,3,54156,1886410233,true,false,false
41636,13,9,29828767151,4210101,17,\uD83D\uDC18 Heph \uD83D\uDCA6,11,65764,2998910547,true,false,false
38071,8,7,29826286541,3315015,18,\r\u0000 Majikujanisch \uD83C\uDDE6\uD83C\uDDF9\uD83C\uDDFA\uD83C\uDDE6,0,3529,94049659,true,false,false
45039,9,8,29656489924,3504757,19,Don Teemo,0,9732,128830394,true,false,false
46454,14,10,29655737588,4560044,20,tep,0,7286,61773897,true,false,false
38709,0,10,29654141863,3084049,21,lila uwu,0,3903,79219031,true,false,false
46522,0,1,23663302231,1349791,22,Suchyy,0,20651,2551590589,false,true,false
46146,14,10,22039210494,4420262,23,ev,0,12897,15412712,true,false,false
3694,10,8,22038563390,3161307,24,skwub\uD83E\uDDFC✨ (retired),2,13504,287967341,true,false,false
38272,0,2,22036304028,1165751,25,\uD835\uDCD0ldoran,0,3479,0,false,false,false
42221,3,3,18462854911,1684732,26,\uD83C\uDDF9\uD83C\uDDF9 LadderMercy,4,14366,599531577,true,false,false
44448,0,3,18462363704,1390438,27,Mystery Guest #44448,4,12101,20060430,false,false,false
40882,0,8,18408495746,2424111,28,To the \uD83C\uDF11,3,6946,108883878,true,false,false
37916,12,8,18407618168,3114282,29,Gianteater Ant \uD83D\uDC1C,3,12670,127473178,true,false,false
41129,0,9,16541671661,2341501,30,RedsToad,2,13347,246756316,true,false,false
38992,0,6,16540142347,1786074,31,Broken Mouse,0,8141,287730056,true,false,false
42150,6,9,16538631012,2654550,32,Nesyn,13,12702,87546543,true,false,false
44803,0,10,16536304669,3980507,33,snas,0,4569,18369222,false,false,false
40770,14,10,16416429219,5120783,34,Ponchan,4,6381,5834604,false,false,false
2546,10,8,14019650921,2391341,35,Myst,0,3920,40569816,true,false,false
46296,7,9,13923208065,2884535,36,Grapes is,1,8360,0,true,false,false
46265,0,11,12734170199,2018390,37,mino,1,14945,8964116,false,false,false
40360,14,9,10558643553,3247467,38,Ladders,0,8177,2057327,true,false,false
38102,6,9,10558558456,2362539,39,Bender,13,4238,4337642,true,false,false
37772,14,9,9770942719,2469209,40,Orns,2,12843,217037827,true,false,false
3368,14,7,9767008924,2325633,41,Umm,0,5638,30351704,true,false,false
40558,8,10,8889244825,2121556,42,Sample,0,3080,3019293,true,false,false
46435,11,10,7919440678,3829873,43,Tupis,0,2550,6200127,true,false,false
42379,15,8,7511997445,2531899,44,Logiar,2,14791,2727844,true,false,false
6969,0,1,7203039336,382168,45,Lynn | \uD83C\uDDFA\uD83C\uDDE6,0,2886,223017,false,false,false
40390,0,2,7121753495,690541,46,Merioch,2,9888,296978151,true,false,false
44898,12,10,6922258425,2460298,47,Lukenzo is graping,2,4689,45416725,true,false,false
37334,0,10,6684009496,1548022,48,SaxyLady - \uD83C\uDFB7\uD83C\uDFB6\uD83C\uDF99️,2,5684,63438207,true,false,false
2361,10,8,6683477199,1715575,49,LetoTheSpy,0,1351,2700129,true,false,false
39127,10,8,6681972424,1668886,50,blid,4,4864,49516244,true,false,false
38589,10,8,6681376156,1649343,51,RoyBatty | \uD83C\uDDFA\uD83C\uDDE6,3,2026,13809223,true,false,false
41068,0,6,6680360798,1061626,52,Boozle,8,12498,240093366,true,false,false
1757,2,9,4833211501,1685365,53,MonkeyMarkMario(\uD83D\uDE49✔️\uD83D\uDC72),2,3221,43728995,true,false,false
41484,9,8,4833112773,1368915,54,Mys T. Guest,0,11097,33385,true,false,false
46127,13,9,4832643273,1743645,55,Froggo,1,5898,20216117,true,false,false
2213,11,9,3707702963,1337471,56,eta / Pancakes \uD83E\uDD5E,2,9633,1863822,true,false,false
2863,0,4,2374418121,489076,57,Clu,10,1751,12394805,true,false,false
44956,11,8,1963462879,936560,58,bitingback gone til next update,1,6341,17278145,true,false,false
37846,0,5,1878384197,334778,59,\uD835\uDC30\uD835\uDC22\uD835\uDC2C\uD835\uDC1E\uD835\uDC24\uD835\uDC22\uD835\uDC24,0,1605,23975526,true,false,false
41894,0,6,1878316475,314005,60,SOBEX (easily pingable),5,1079,3254005,false,false,false
41176,11,8,1740916629,686507,61,Oligor,1,2147,16750559,true,false,false
46268,12,8,1740601554,736116,62,BMOs Grape Archive,1,1791,0,true,false,false
43301,1,4,330283237,191022,63,\rGeneral  General Consensus,0,2058,11035891,false,false,false
4,10,7,309743057,333799,64,Kali | \uD83C\uDDFA\uD83C\uDDE6,2,1689,3247961,true,false,false
1328,5,8,309646308,399761,65,Lurker,3,1502,9872634,true,false,false
43484,7,8,309391898,318200,66,Celer,8,1690,8670925,true,false,false
40547,0,6,309176865,202479,67,dero,4,2852,20663146,true,false,false
30,4,6,309003529,225722,68,Lynz,6,979,5466257,true,false,false
37644,11,8,308879088,320487,69,Space \uD83C\uDDFA\uD83C\uDDE6 Dandy,4,761,4449582,true,false,false
43978,7,6,308805585,226573,70,MobileChecker,3,1106,3108576,true,false,false
20887,9,7,308696521,253941,71,General Consensus,2,93,1061113,true,false,false
46400,7,6,308510056,134827,72,Puffy3180,0,328,3885436,true,false,false
46447,9,8,307505575,276385,73,\uD83D\uDC1C\uD83D\uDC1C\uD83D\uDC1C,0,836,4166310,true,false,false
44341,9,7,300083793,231062,74,consuela,2,989281,5670650,true,false,false

ladder 4
accountId,bias,multiplier,points,power,rank,username,timesAsshole,grapes,vinegar,autoPromote,growing,you
3694,0,8,254675545440,4724401,1,skwub\uD83E\uDDFC✨ (retired),2,41859,3820283,false,false,false
46450,0,2,191514923608,2305464,2,dee,0,27423,2850769667,false,true,false
41129,0,6,172778936264,3033479,3,RedsToad,2,26845,0,false,false,false
39781,13,8,69960808494,5310510,4,Gottlieb,0,63596,411402298,true,false,false
44340,12,9,69959431760,5428857,5,whine,0,23517,723596063,true,false,false
2970,0,4,69957780948,2350260,6,Tettvial,0,45090,2769423653,true,false,false
37846,0,9,56883713568,5378992,7,\uD835\uDC30\uD835\uDC22\uD835\uDC2C\uD835\uDC1E\uD835\uDC24\uD835\uDC22\uD835\uDC24,0,10575,22498,false,false,false
40959,2,8,24751399964,3103163,8,Varlane,0,43409,0,true,false,false
45039,14,9,22794366795,5305385,9,Don Teemo,0,23629,113199652,true,false,false
1802,4,7,19645558448,2889420,10,Sophie,5,103676,285928347,true,false,false
46454,10,8,19643356801,3206886,11,tep,0,12758,97703316,false,false,false
46487,2,3,18823500783,4438529,12,\uD83C\uDFF4‍☠️ Pirate Ship \uD83C\uDFF3️‍⚧️ 23,0,61476,358803926,true,true,false
38709,0,1,17909232635,866427,13,lila uwu,0,7017,52899381,false,false,false
38992,12,8,17326561130,4236016,14,Broken Mouse,0,16859,399128431,true,false,false
46023,13,8,17324156508,3463460,15,aga,3,72768,2948596857,true,false,false
41636,12,8,14910794345,3006450,16,\uD83D\uDC18 Heph \uD83D\uDCA6,11,76696,3897608258,true,false,false
40882,7,7,14910403667,2485280,17,To the \uD83C\uDF11,3,14875,0,true,false,false
42221,0,5,14645139752,1812205,18,\uD83C\uDDF9\uD83C\uDDF9 LadderMercy,4,19887,1122683759,true,false,false
38272,7,5,11235607259,1978716,19,\uD835\uDCD0ldoran,0,9342,169176871,true,false,false
46146,9,7,11234710198,2612940,20,ev,0,31624,0,true,false,false
44448,7,5,10104819873,1969602,21,Mystery Guest #44448,4,25283,207307111,true,false,false
42150,2,8,10102868066,2139404,22,Nesyn,13,18351,421007164,true,false,false
40770,12,8,10101629690,2738994,23,Ponchan,4,10170,80926552,false,false,false
37916,11,8,9014174932,2415468,24,Gianteater Ant \uD83D\uDC1C,3,16025,290665593,true,false,false
46265,9,4,9012757743,2039110,25,mino,1,22033,466927683,true,false,false
46296,1,8,9012556055,1962869,26,Grapes is,1,19606,258028497,true,false,false
44803,12,8,9012232488,2576900,27,snas,0,9410,113978272,true,false,false
2546,9,7,9010963971,1995648,28,Myst,0,6224,122847546,true,false,false
1757,0,8,9010458185,1750562,29,MonkeyMarkMario(\uD83D\uDE49✔️\uD83D\uDC72),2,6659,287647273,true,false,false
41068,5,7,9009781898,1903581,30,Boozle,8,21221,273477230,false,false,false
4,9,7,8182741969,1861242,31,Kali | \uD83C\uDDFA\uD83C\uDDE6,2,4840,80575620,true,false,false
46447,12,8,8181642531,2297447,32,\uD83D\uDC1C\uD83D\uDC1C\uD83D\uDC1C,0,2910,37908435,true,false,false
38102,10,8,8181127129,2061165,33,Bender,13,6328,70263285,true,false,false
3368,0,7,8179408079,1482909,34,Umm,0,9936,166089758,true,false,false
40360,9,6,8179335900,1623593,35,Ladders,0,8794,80581935,true,false,false
37772,12,8,8178344572,2340741,36,Orns,2,18100,458342519,true,false,false
6969,7,8,8177548076,1747434,37,Lynn | \uD83C\uDDFA\uD83C\uDDE6,0,7055,115927914,true,false,false
37334,0,8,8177251082,2148490,38,SaxyLady - \uD83C\uDFB7\uD83C\uDFB6\uD83C\uDF99️,2,7082,30347833,true,false,false
40558,6,5,8176876698,1300091,39,Sample,0,7875,81792180,true,false,false
40390,12,7,8176187628,1867279,40,Merioch,2,11607,512834078,true,false,false
43978,12,8,8175988849,2422892,41,MobileChecker,3,6506,135056944,true,false,false
46435,1,6,8175007671,1075258,42,Tupis,0,5264,76688485,true,false,false
38589,0,5,8174744082,834374,43,RoyBatty | \uD83C\uDDFA\uD83C\uDDE6,3,5496,407691,true,false,false
2361,7,6,8174459437,1370364,44,LetoTheSpy,0,3445,44073255,true,false,false
42379,10,7,7747430535,1456777,45,Logiar,2,18075,153515607,true,false,false
46268,0,8,7746151972,2013745,46,BMOs Grape Archive,1,5479,466891,false,false,false
38071,0,6,7263956021,2151191,47,\r\u0000 Majikujanisch \uD83C\uDDE6\uD83C\uDDF9\uD83C\uDDFA\uD83C\uDDE6,0,33706,209828122,false,true,false
41484,10,7,4990741791,1740834,48,Mys T. Guest,0,17776,22152449,true,false,false
44898,10,7,4989521939,1219478,49,Lukenzo is graping,2,9054,141722433,true,false,false
39127,8,7,3731689019,1037501,50,blid,4,5269,89012494,true,false,false
2863,7,7,3730994979,998391,51,Clu,10,12050,11089129,true,false,false
2213,0,2,3730325738,405022,52,eta / Pancakes \uD83E\uDD5E,2,11831,184926554,true,false,false
46127,0,7,3159566529,755882,53,Froggo,1,10061,113795393,true,false,false
40547,0,7,2905038592,704176,54,dero,4,12403,228992009,true,false,false
43484,1,8,2833665842,726699,55,Celer,8,5664,47533388,true,false,false
37644,0,2,2833068418,243292,56,Space \uD83C\uDDFA\uD83C\uDDE6 Dandy,4,804,7078111,false,false,false
41894,0,6,2711400016,531475,57,SOBEX (easily pingable),5,8282,112733165,true,false,false
43301,11,8,2711058953,978987,58,\rGeneral  General Consensus,0,7595,9285527,false,false,false
41176,0,3,2680901995,249225,59,Oligor,1,3086,72183662,true,false,false
46400,11,8,2680887933,1005245,60,Puffy3180,0,2525,8848339,true,false,false
44956,7,6,2680544337,641791,61,bitingback gone til next update,1,8260,14985264,false,false,false
20887,11,8,2653995869,1140114,62,General Consensus,2,8410,84473489,true,false,false
1328,11,7,2496210377,1021254,63,Lurker,3,2492,50937166,true,false,false
44341,0,7,400305051,103998,64,consuela,2,1703,15857480,true,false,false
30,12,7,400259522,339391,65,Lynz,6,977405,0,true,false,false

ladder 5
accountId,bias,multiplier,points,power,rank,username,timesAsshole,grapes,vinegar,autoPromote,growing,you
4,1,7,745636315359,4094841,1,Kali | \uD83C\uDDFA\uD83C\uDDE6,2,20423,0,false,true,false
41129,0,1,250769808923,1248350,2,RedsToad,2,39076,6598137264,false,true,false
39781,11,7,26729984576,3457084,3,Gottlieb,0,74865,388457109,true,false,false
44340,0,5,26726783484,2275804,4,whine,0,37094,646673170,true,false,false
2970,2,7,26726360942,2957563,5,Tettvial,0,62526,3922582068,true,false,false
38992,5,7,26724344432,2847667,6,Broken Mouse,0,59721,935240436,true,false,false
37846,7,7,26722606797,2935930,7,\uD835\uDC30\uD835\uDC22\uD835\uDC2C\uD835\uDC1E\uD835\uDC24\uD835\uDC22\uD835\uDC24,0,15883,242656284,true,false,false
40959,10,7,26722341230,3504839,8,Varlane,0,52804,492723507,true,false,false
38272,0,4,26721805989,1733714,9,\uD835\uDCD0ldoran,0,13877,311755782,true,false,false
45039,7,8,26721639223,3026631,10,Don Teemo,0,38438,801062954,true,false,false
42221,12,7,26719195746,4642746,11,\uD83C\uDDF9\uD83C\uDDF9 LadderMercy,4,35811,2931663556,true,false,false
46454,1,7,21493209983,2227622,12,tep,0,20660,463942897,true,false,false
1802,7,7,21492244913,2991530,13,Sophie,5,120518,955870195,true,false,false
38709,0,7,21490527906,1945611,14,lila uwu,0,15122,291777044,true,false,false
46023,10,7,21489504198,2679316,15,aga,3,84073,4765580962,true,false,false
41636,11,7,21065640626,2671696,16,\uD83D\uDC18 Heph \uD83D\uDCA6,11,91673,5492914428,true,false,false
40882,4,5,14067396118,1550521,17,To the \uD83C\uDF11,3,17878,248874662,true,false,false
40558,8,7,13679763519,2123295,18,Sample,0,16615,314562216,true,false,false
1757,8,7,13201711895,2065879,19,MonkeyMarkMario(\uD83D\uDE49✔️\uD83D\uDC72),2,18318,273034436,true,false,false
44448,5,6,9336153014,1798734,20,Mystery Guest #44448,4,47227,1060208001,true,false,false
42150,0,7,9335731231,1400753,21,Nesyn,13,28579,1035063766,true,false,false
46146,11,7,9335580559,1918467,22,ev,0,33059,119152342,true,false,false
40770,0,7,9334201552,1362427,23,Ponchan,4,16763,393874054,true,false,false
46296,0,2,9333812156,714103,24,Grapes is,1,23932,861992121,true,false,false
46265,10,6,9333758137,1949749,25,mino,1,36900,1099977825,true,false,false
44803,9,7,8143847605,1727815,26,snas,0,11750,335177886,true,false,false
37916,9,6,6287600211,1393381,27,Gianteater Ant \uD83D\uDC1C,3,20583,447098026,true,false,false
41068,10,6,6287493951,1436580,28,Boozle,8,31797,149961425,false,false,false
46400,6,7,6174153012,1318379,29,Puffy3180,0,6577,57338107,true,false,false
40547,0,5,6172933876,882478,30,dero,4,16290,288384135,true,false,false
2546,6,6,6172049048,1121333,31,Myst,0,8535,216270740,true,false,false
37772,10,7,6171284504,2163332,32,Orns,2,20081,64554705,true,false,false
46447,8,7,6170410303,1233320,33,\uD83D\uDC1C\uD83D\uDC1C\uD83D\uDC1C,0,3970,93570824,true,false,false
3368,8,7,4216116177,1102646,34,Umm,0,16281,365096232,true,false,false
46268,0,7,4216023174,832712,35,BMOs Grape Archive,1,12763,269876,false,false,false
38102,10,7,2588513910,1077615,36,Bender,13,11946,4479522,true,false,false
6969,0,4,2588009961,559279,37,Lynn | \uD83C\uDDFA\uD83C\uDDE6,0,7840,201315718,true,false,false
37334,9,6,2587523842,898565,38,SaxyLady - \uD83C\uDFB7\uD83C\uDFB6\uD83C\uDF99️,2,8470,112458091,true,false,false
40360,10,6,1690338956,811896,39,Ladders,0,9865,3768201,true,false,false
43978,8,6,1690118555,776126,40,MobileChecker,3,10411,3685568,true,false,false
43484,4,6,1685604809,673647,41,Celer,8,10267,106824102,true,false,false
2361,5,4,1685077229,530442,42,LetoTheSpy,0,3840,1039331,true,false,false
44898,0,6,1684742889,544523,43,Lukenzo is graping,2,12603,37341840,false,false,false
42379,7,7,1666227309,747487,44,Logiar,2,20975,113419418,true,false,false
40390,10,6,1653648167,880278,45,Merioch,2,13983,603976751,true,false,false
41484,0,4,1653150383,407879,46,Mys T. Guest,0,20049,319239205,true,false,false
46435,8,6,1652998706,658789,47,Tupis,0,7971,135017517,true,false,false
41894,9,5,1652726534,747379,48,SOBEX (easily pingable),5,8082,91794331,true,false,false
2863,0,5,1652218092,408775,49,Clu,10,17228,147416876,true,false,false
43301,0,7,1652172162,837031,50,\rGeneral  General Consensus,0,7869,12431958,false,false,false
38589,8,6,1566800815,580884,51,RoyBatty | \uD83C\uDDFA\uD83C\uDDE6,3,6139,33385993,true,false,false
2213,0,4,1566260170,315737,52,eta / Pancakes \uD83E\uDD5E,2,14717,123817530,true,false,false
20887,1,3,1513371626,254431,53,General Consensus,2,10004,387986524,true,false,false
46127,1,6,1513361392,371056,54,Froggo,1,11987,23999723,true,false,false
1328,8,6,1513110086,629831,55,Lurker,3,3779,143674933,true,false,false
39127,0,5,1512989136,318152,56,blid,4,14625,231333842,true,false,false
41176,7,7,1512983464,541105,57,Oligor,1,11381,276082341,true,false,false
44341,3,6,914548406,343465,58,consuela,2,3729,12338363,true,false,false
37644,7,6,914418681,333025,59,Space \uD83C\uDDFA\uD83C\uDDE6 Dandy,4,8911,43795906,false,false,false
30,5,6,500293410,111805,60,Lynz,6,1184,9103828,true,false,false
44956,9,6,500282658,264757,61,bitingback gone til next update,1,933062,72983771,false,false,false
3694,0,1,422252817,226673,62,skwub\uD83E\uDDFC✨ (retired),2,52999,180469893,false,true,false

ladder 6
accountId,bias,multiplier,points,power,rank,username,timesAsshole,grapes,vinegar,autoPromote,growing,you
38272,0,4,248841122496,2421195,1,\uD835\uDCD0ldoran,0,39876,0,false,true,false
45039,0,3,135723948441,1956614,2,Don Teemo,0,50068,0,true,false,false
38709,0,6,58707276281,2544313,3,lila uwu,0,38864,1070998400,true,false,false
44340,10,7,58706655830,4171133,4,whine,0,62281,1514670372,true,false,false
2970,10,7,38979675083,3664047,5,Tettvial,0,94212,8473093934,true,false,false
37846,7,6,38946292622,3040162,6,\uD835\uDC30\uD835\uDC22\uD835\uDC2C\uD835\uDC1E\uD835\uDC24\uD835\uDC22\uD835\uDC24,0,41313,1124757932,true,false,false
39781,9,6,33698679056,2919231,7,Gottlieb,0,80921,503010004,true,false,false
38992,0,3,33697468236,1643251,8,Broken Mouse,0,75722,3206603597,true,false,false
40959,10,6,17040521268,2848814,9,Varlane,0,73108,847755779,true,false,false
46146,10,6,15903895294,2629909,10,ev,0,40719,953059655,true,false,false
42221,10,6,15644637234,3205791,11,\uD83C\uDDF9\uD83C\uDDF9 LadderMercy,4,45835,3565144932,true,false,false
1802,0,4,15642123098,1494677,12,Sophie,5,133275,3385267875,true,false,false
46454,0,5,15641364720,1619489,13,tep,0,21637,799114142,true,false,false
1757,1,6,15639870240,1772075,14,MonkeyMarkMario(\uD83D\uDE49✔️\uD83D\uDC72),2,27121,1203139519,true,false,false
40882,0,1,15639152136,642994,15,To the \uD83C\uDF11,3,19397,157455905,true,false,false
46023,10,6,15639139100,2265769,16,aga,3,94595,6114368984,true,false,false
41636,10,6,15638991248,2406673,17,\uD83D\uDC18 Heph \uD83D\uDCA6,11,117612,7699034526,true,false,false
42150,2,6,15638227302,2095047,18,Nesyn,13,33211,2366357824,true,false,false
40770,9,6,15636499994,1985275,19,Ponchan,4,34491,127678867,false,false,false
40558,7,6,12926914498,1773515,20,Sample,0,19825,720417350,true,false,false
46296,0,6,12024165420,1340579,21,Grapes is,1,28638,579073792,true,false,false
44448,9,6,12023844770,1875248,22,Mystery Guest #44448,4,80558,2800939054,true,false,false
44803,10,6,12022295601,2171345,23,snas,0,19854,970211648,true,false,false
2546,6,6,12020668239,1491806,24,Myst,0,12067,281217733,true,false,false
37772,1,7,12019720724,1797630,25,Orns,2,24019,268477626,true,false,false
46265,1,6,12018070883,1069201,26,mino,1,59917,2361616648,true,false,false
37916,5,6,12017457480,1356084,27,Gianteater Ant \uD83D\uDC1C,3,25087,1194049069,true,false,false
46447,6,6,12016277166,1315235,28,\uD83D\uDC1C\uD83D\uDC1C\uD83D\uDC1C,0,7373,197444784,true,false,false
46268,0,4,12015373315,681943,29,BMOs Grape Archive,1,21263,10887690,false,false,false
40547,0,2,3647972003,417387,30,dero,4,17789,582350462,true,false,false
2213,9,6,2546138872,924566,31,eta / Pancakes \uD83E\uDD5E,2,19177,56924709,true,false,false
41068,0,6,2305946963,687509,32,Boozle,8,44019,6898277,false,false,false
46400,6,6,2268718674,770559,33,Puffy3180,0,8695,131555523,true,false,false
41484,0,2,2045488409,339068,34,Mys T. Guest,0,22270,41481637,false,false,false
3368,0,6,1835163490,572205,35,Umm,0,23762,581500320,true,false,false
39127,0,6,1834652782,555807,36,blid,4,20564,751328500,true,false,false
6969,5,6,1834385326,639509,37,Lynn | \uD83C\uDDFA\uD83C\uDDE6,0,10618,8719057,true,false,false
2863,0,1,1834301318,151165,38,Clu,10,17861,0,false,false,false
38102,4,6,1787993616,653375,39,Bender,13,15278,108606230,true,false,false
40390,9,5,1583603753,646898,40,Merioch,2,21886,866181508,true,false,false
1328,1,6,1326916735,518066,41,Lurker,3,4269,17353155,false,false,false
43978,0,4,1225856968,364445,42,MobileChecker,3,11031,113808039,true,false,false
37334,9,6,1225668360,627434,43,SaxyLady - \uD83C\uDFB7\uD83C\uDFB6\uD83C\uDF99️,2,11382,183718543,true,false,false
43484,0,6,1225171038,416437,44,Celer,8,12306,225118630,true,false,false
44898,8,6,1225002690,593358,45,Lukenzo is graping,2,15978,71284869,true,false,false
42379,10,6,1224459007,885659,46,Logiar,2,22586,58778032,true,false,false
41894,0,2,1223812928,165045,47,SOBEX (easily pingable),5,9113,97633126,false,false,false
46127,8,6,1177201370,925031,48,Froggo,1,13434,16348955,false,false,false
2361,7,5,1144784958,447383,49,LetoTheSpy,0,4957,7633981,true,false,false
20887,5,6,897238093,419550,50,General Consensus,2,12459,0,true,false,false
40360,8,5,681265711,371727,51,Ladders,0,11078,43925636,true,false,false
46435,5,5,681116269,307020,52,Tupis,0,10132,202296293,true,false,false
43301,9,6,681057969,402217,53,\rGeneral  General Consensus,0,10988,1792765,false,false,false
38589,6,5,668972944,289263,54,RoyBatty | \uD83C\uDDFA\uD83C\uDDE6,3,6851,86630387,true,false,false
37644,8,5,668812769,298706,55,Space \uD83C\uDDFA\uD83C\uDDE6 Dandy,4,8119,250098466,true,false,false
30,8,5,626253755,277991,56,Lynz,6,2157,37793652,false,false,false
44956,4,4,608432215,174741,57,bitingback gone til next update,1,8277,197937674,true,false,false
44341,1,3,608303430,68100,58,consuela,2,3730,39738797,false,false,false
41176,8,5,600187260,238784,59,Oligor,1,829014,372700371,false,false,false

ladder 7
accountId,bias,multiplier,points,power,rank,username,timesAsshole,grapes,vinegar,autoPromote,growing,you
45039,11,7,439881403868,9979542,1,Don Teemo,0,72673,0,true,false,false
44956,0,7,280376349724,9989664,2,bitingback gone til next update,1,21508,610742804,false,true,false
37846,0,4,60039079592,2007943,3,\uD835\uDC30\uD835\uDC22\uD835\uDC2C\uD835\uDC1E\uD835\uDC24\uD835\uDC22\uD835\uDC24,0,73339,3259594401,true,false,false
38709,0,6,34980128424,2279056,4,lila uwu,0,51942,35461223,true,false,false
44340,6,6,34980030535,2745990,5,whine,0,90557,409068092,true,false,false
39781,9,6,34977704561,2888014,6,Gottlieb,0,100953,371436470,true,false,false
2970,0,5,34977490145,1841566,7,Tettvial,0,95405,2313150362,true,false,false
38992,6,6,34977474481,2862109,8,Broken Mouse,0,112614,7676081042,true,false,false
37772,0,5,34974929838,1648021,9,Orns,2,49410,0,false,false,false
40959,0,1,18511761396,711104,10,Varlane,0,76730,0,true,false,false
42221,7,6,11689370286,2416429,11,\uD83C\uDDF9\uD83C\uDDF9 LadderMercy,4,80926,171899039,true,false,false
